name,city_ascii,lat,lon,country,iso2,iso3,admin_name,capital,population,id
Vacaville,Vacaville,38.3592,-121.9686,United States,US,USA,California,,100801,1840021498
Logan,Logan,41.7402,-111.8419,United States,US,USA,Utah,,100774,1840020108
Boca Raton,Boca Raton,26.3749,-80.1077,United States,US,USA,Florida,,98150,1840014207
Hamilton,Hamilton,32.2942,-64.7839,Bermuda,BM,BMU,Hamilton,primary,52320,1060000000
Grand Turk,Grand Turk,21.4664,-71.136,Turks And Caicos Islands,TC,TCA,,primary,5801,1796965313
Bismarck,Bismarck,46.814,-100.7695,United States,US,USA,North Dakota,admin,97457,1840001926
Cheyenne,Cheyenne,41.1406,-104.7926,United States,US,USA,Wyoming,admin,78728,1840018713
Artemisa,Artemisa,22.8134,-82.7619,Cuba,CU,CUB,Artemisa,admin,68073,1192325408
Jefferson City,Jefferson City,38.5677,-92.1757,United States,US,USA,Missouri,admin,58279,1840008615
Carson City,Carson City,39.1512,-119.7474,United States,US,USA,Nevada,admin,57525,1840003826
Fredericton,Fredericton,45.95,-66.6333,Canada,CA,CAN,New Brunswick,admin,52337,1124061289
Helena,Helena,46.5964,-112.0197,United States,US,USA,Montana,admin,50227,1840019820
Concord,Concord,43.2305,-71.5595,United States,US,USA,New Hampshire,admin,42935,1840002747
Charlottetown,Charlottetown,46.2493,-63.1313,Canada,CA,CAN,Prince Edward Island,admin,42402,1124897699
Annapolis,Annapolis,38.9706,-76.5047,United States,US,USA,Maryland,admin,39321,1840005928
Frankfort,Frankfort,38.1924,-84.8644,United States,US,USA,Kentucky,admin,38664,1840013210
Nueva Gerona,Nueva Gerona,21.8837,-82.8,Cuba,CU,CUB,Isla de la Juventud,admin,25566,1192344354
Pierre,Pierre,44.3748,-100.3205,United States,US,USA,South Dakota,admin,14803,1840000313
Montpelier,Montpelier,44.2658,-72.5717,United States,US,USA,Vermont,admin,7484,1840002187
Hartford,Hartford,43.621,-96.9424,United States,US,USA,South Dakota,admin,3237,1840002653
Dover,Dover,40.0033,-76.8484,United States,US,USA,Pennsylvania,admin,1991,1840001442
Siuslaw National Forest,,44.358715,-123.829994,United States,,,Nat’l Park,,,
Whiskeytown National Recreation Area,,40.633495,-122.564247,United States,,,Nat’l Park,,,
Mount Rainier National Park,,46.879967,-121.726906,United States,,,Nat’l Park,,,
Channel Islands National Park,,33.998028,-119.772949,United States,,,Nat’l Park,,,
Yosemite National Park,,37.865101,-119.53833,United States,,,Nat’l Park,,,
Joshua Tree National Park,,33.881866,-115.90065,United States,,,Nat’l Park,,,
Mojave National Preserve,,35.141689,-115.510399,United States,,,Nat’l Park,,,
Zion National Park,,37.317207,-113.022537,United States,,,Nat’l Park,,,
Manti-La Sal National Forest,,39.18705,-111.37989,United States,,,Nat’l Park,,,
Yellowstone National Park,,44.427895,-110.588379,United States,,,Nat’l Park,,,
Yellowstone National Park,,44.429764,-110.584663,United States,,,Nat’l Park,,,
Petrified Forest National Park,,34.909988,-109.806793,United States,,,Nat’l Park,,,
Arches National Park,,38.733082,-109.592514,United States,,,Nat’l Park,,,
Mesa Verde National Park,,37.230873,-108.461838,United States,,,Nat’l Park,,,
Bandelier National Monument,,35.767288,-106.311607,United States,,,Nat’l Park,,,
Little Sandy National Wildlife Refuge,,32.590797,-95.273666,United States,,,Nat’l Park,,,
Anahuac National Wildlife Refuge,,29.6103,-94.449081,United States,,,Nat’l Park,,,
Hot Springs National Park,,34.52153,-93.042267,United States,,,Nat’l Park,,,
Buffalo National River,,35.985512,-92.757652,United States,,,Nat’l Park,,,
Chattahoochee National Forest,,34.765972,-84.143517,United States,,,Nat’l Park,,,
Great Smoky Mountains National Park,,35.611763,-83.489548,United States,,,Nat’l Park,,,
Okefenokee National Wildlife Refuge,,30.77323,-82.292732,United States,,,Nat’l Park,,,
Acadia National Park,,44.338974,-68.27343,United States,,,Nat’l Park,,,
